# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 12 09:57:35 2014
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period (val)
# COLUMN pl_orbpererr1:  Orbital Period (upper unc)
# COLUMN pl_orbpererr2:  Orbital Period (lower unc)
# COLUMN pl_orbperlim:   Orbital Period (limit flag)
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis (val)
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis (upper unc)
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis (lower unc)
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis (limit flag)
# COLUMN pl_orbeccen:    Eccentricity (val)
# COLUMN pl_orbeccenerr1: Eccentricity (upper unc)
# COLUMN pl_orbeccenerr2: Eccentricity (lower unc)
# COLUMN pl_orbeccenlim: Eccentricity (limit flag)
# COLUMN pl_orbincl:     Inclination (val)
# COLUMN pl_orbinclerr1: Inclination (upper unc)
# COLUMN pl_orbinclerr2: Inclination (lower unc)
# COLUMN pl_orbincllim:  Inclination (limit flag)
# COLUMN pl_massj:       Planet Mass [jup] (val)
# COLUMN pl_massjerr1:   Planet Mass [jup] (upper unc)
# COLUMN pl_massjerr2:   Planet Mass [jup] (lower unc)
# COLUMN pl_massjlim:    Planet Mass [jup] (limit flag)
# COLUMN pl_msinij:      Planet M*sin(i) [jup] (val)
# COLUMN pl_msinijerr1:  Planet M*sin(i) [jup] (upper unc)
# COLUMN pl_msinijerr2:  Planet M*sin(i) [jup] (lower unc)
# COLUMN pl_msinijlim:   Planet M*sin(i) [jup] (limit flag)
# COLUMN pl_radj:        Planet Radius (val)
# COLUMN pl_radjerr1:    Planet Radius (upper unc)
# COLUMN pl_radjerr2:    Planet Radius (lower unc)
# COLUMN pl_radjlim:     Planet Radius (limit flag)
# COLUMN pl_dens:        Planet Density (val)
# COLUMN pl_denserr1:    Planet Density (upper unc)
# COLUMN pl_denserr2:    Planet Density (lower unc)
# COLUMN pl_denslim:     Planet Density (limit flag)
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance (val)
# COLUMN st_disterr1:    Distance (upper unc)
# COLUMN st_disterr2:    Distance (lower unc)
# COLUMN st_distlim:     Distance (limit flag)
# COLUMN st_vj:          V-band (val)
# COLUMN st_vjerr:       V-band (unc)
# COLUMN st_vjlim:       V-band (limit flag)
# COLUMN st_vjblend:     V-band (blend flag)
# COLUMN st_teff:        Effective Temperature (val)
# COLUMN st_tefferr:     Effective Temperature (unc)
# COLUMN st_tefflim:     Effective Temperature (limit flag)
# COLUMN st_teffblend:   Effective Temperature (blend flag)
# COLUMN st_mass:        Stellar Mass (val)
# COLUMN st_masserr:     Stellar Mass (unc)
# COLUMN st_masslim:     Stellar Mass (limit flag)
# COLUMN st_massblend:   Stellar Mass (blend flag)
# COLUMN st_rad:         Stellar Radius (val)
# COLUMN st_raderr:      Stellar Radius (unc)
# COLUMN st_radlim:      Stellar Radius (limit flag)
# COLUMN st_radblend:    Stellar Radius (blend flag)
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN st_sp:          Spectral Type (val)
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type (unc)
# COLUMN st_splim:       Spectral Type (limit flag)
# COLUMN st_spblend:     Spectral Type (blend flag)
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,st_sp,st_spstr,st_sperr,st_splim,st_spblend
313,HD 40307,e,Radial Velocity,6,34.62000000,0.21000000,-0.20000000,0,0.188600,0.008300,-0.010400,0,0.150000,0.130000,-0.150000,0,,,,,,,,,0.01100,0.00440,-0.00440,0,,,,,,,,,0,0,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,12.83,0.09,-0.09,0,7.150,0.010,0,0,4956.00,50.00,0,0,0.77,0.05,0,0,,,,,HD 40307,HIP 27887,5.25,K2.5 V,,0,0
314,HD 40307,f,Radial Velocity,6,51.76000000,0.50000000,-0.46000000,0,0.247000,0.011000,-0.014000,0,0.020000,0.200000,-0.020000,0,,,,,,,,,0.01640,0.00470,-0.00500,0,,,,,,,,,0,0,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,12.83,0.09,-0.09,0,7.150,0.010,0,0,4956.00,50.00,0,0,0.77,0.05,0,0,,,,,HD 40307,HIP 27887,5.25,K2.5 V,,0,0
315,HD 40307,g,Radial Velocity,6,197.80000000,5.70000000,-9.00000000,0,0.600000,0.034000,-0.033000,0,0.290000,0.310000,-0.290000,0,,,,,,,,,0.02230,0.00820,-0.00820,0,,,,,,,,,0,0,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,12.83,0.09,-0.09,0,7.150,0.010,0,0,4956.00,50.00,0,0,0.77,0.05,0,0,,,,,HD 40307,HIP 27887,5.25,K2.5 V,,0,0
316,HD 40979,b,Radial Velocity,1,264.15000000,0.23000000,-0.23000000,0,0.846000,0.007000,-0.007000,0,0.252000,0.014000,-0.014000,0,,,,,,,,,4.01000,0.13000,-0.13000,0,,,,,,,,,0,0,06h04m29.94s,91.124763,+44d15m37.6s,44.260445,33.33,0.89,-0.94,0,6.735,0.010,0,0,,,,,,,,,,,,,HD 40979,HIP 28767,3.80,F8,,0,0
317,HD 41004 A,b,Radial Velocity,1,963.00000000,38.00000000,-38.00000000,0,1.640000,,,0,0.390000,0.170000,-0.170000,0,,,,,,,,,2.54000,0.74000,-0.74000,0,,,,,,,,,0,0,05h59m49.65s,89.956871,-48d14m22.9s,-48.239693,43.03,1.81,-1.98,0,8.621,0.013,0,1,,,,,,,,,,,,,HD 41004 A,HIP 28393 A,,,,,
318,HD 41004 B,b,Radial Velocity,1,1.32830000,0.00001200,-0.00001200,0,0.017700,,,0,0.081000,0.012000,-0.012000,0,,,,,,,,,18.37000,0.22000,-0.22000,0,,,,,,,,,0,0,05h59m49.65s,89.956886,-48d14m23.4s,-48.239841,43.03,1.81,-1.98,0,,,,,,,,,,,,,,,,,HD 41004 B,HIP 28393 B,6.20,M2 V,,0,0
319,HD 41248,b,Radial Velocity,2,18.35700000,0.06600000,-0.04400000,0,0.137000,0.017000,-0.011000,0,0.150000,0.110000,-0.150000,0,,,,,,,,,0.03900,0.01300,-0.01700,0,,,,,,,,,0,0,06h00m32.78s,90.136589,-56d09m42.6s,-56.161835,52.03,2.05,-2.23,0,8.807,0.015,0,0,5713.00,50.00,0,0,0.92,0.05,0,0,0.78,0.04,0,0,HD 41248,HIP 28460,4.20,G2 V,,0,0
320,HD 41248,c,Radial Velocity,2,25.64800000,0.12000000,-0.13000000,0,0.172000,0.020000,-0.014000,0,0.000000,0.180000,0.000000,0,,,,,,,,,0.02700,0.02000,-0.01600,0,,,,,,,,,0,0,06h00m32.78s,90.136589,-56d09m42.6s,-56.161835,52.03,2.05,-2.23,0,8.807,0.015,0,0,5713.00,50.00,0,0,0.92,0.05,0,0,0.78,0.04,0,0,HD 41248,HIP 28460,4.20,G2 V,,0,0
321,HD 43197,b,Radial Velocity,1,327.80000000,,,0,,,,,,,,,,,,,,,,,0.60000,,,0,,,,,,,,,0,0,06h13m35.66s,93.398590,-29d53m50.2s,-29.897270,54.94,5.88,-7.48,0,8.953,0.016,0,0,,,,,,,,,,,,,HD 43197,HIP 29550,4.90,G8/K0 IV/V,,0,0
322,HD 43848,b,Radial Velocity,1,2371.00000000,840.00000000,-840.00000000,0,3.400000,,,0,0.690000,0.100000,-0.100000,0,,,,,,,,,25.00000,,,0,,,,,,,,,0,0,06h16m31.36s,94.130676,-40d31m54.7s,-40.531860,37.05,1.11,-1.18,0,8.595,0.014,0,0,,,,,,,,,,,,,HD 43848,HIP 29804,5.10,K1 IV,,0,0
323,HD 43691,b,Radial Velocity,1,36.96000000,0.02000000,-0.02000000,0,0.240000,,,0,0.140000,0.020000,-0.020000,0,,,,,,,,,2.49000,,,0,,,,,,,,,0,0,06h19m34.68s,94.894485,+41d05m32.3s,41.092304,93.20,9.09,-11.30,0,8.024,0.012,0,0,,,,,,,,,,,,,HD 43691,HIP 30057,4.00,G0,,0,0
324,HD 44219,b,Radial Velocity,1,472.00000000,,,0,,,,,,,,,,,,,,,,,0.58000,,,0,,,,,,,,,0,0,06h20m14.32s,95.059677,-10d43m30.0s,-10.725009,50.43,2.47,-2.73,0,7.698,0.010,0,0,,,,,,,,,,,,,HD 44219,HIP 30114,4.30,G3 V,,0,0
325,HD 45184,b,Radial Velocity,1,5.88720000,,,,0.063800,,,,0.300000,,,,,,,,,,,,0.04000,,,0,,,,,,,,,0,0,06h24m43.88s,96.182831,-28d46m48.4s,-28.780113,22.04,0.30,-0.31,0,6.390,,0,0,,,,,,,,,,,,,HD 45184,HIP 30503,4.20,G2 V,,0,0
326,HD 45364,b,Radial Velocity,2,226.93000000,0.37000000,-0.37000000,0,0.681300,,,0,0.168400,0.019000,-0.019000,0,,,,,,,,,0.18720,,,0,,,,,,,,,0,0,06h25m38.48s,96.410316,-31d28m51.4s,-31.480953,32.58,0.84,-0.88,0,8.062,0.012,0,0,,,,,,,,,,,,,HD 45364,HIP 30579,5.00,K0 V,,0,0
327,HD 45364,c,Radial Velocity,2,342.85000000,0.28000000,-0.28000000,0,0.897200,,,0,0.097400,0.012000,-0.012000,0,,,,,,,,,0.65790,,,0,,,,,,,,,0,0,06h25m38.48s,96.410316,-31d28m51.4s,-31.480953,32.58,0.84,-0.88,0,8.062,0.012,0,0,,,,,,,,,,,,,HD 45364,HIP 30579,5.00,K0 V,,0,0
328,HD 45350,b,Radial Velocity,1,890.76000000,37.42000000,-37.42000000,0,1.920000,0.067000,-0.067000,0,0.778000,0.009000,-0.009000,0,,,,,,,,,1.79000,0.14000,-0.14000,0,,,,,,,,,0,0,06h28m45.71s,97.190460,+38d57m46.7s,38.962963,48.95,2.24,-2.47,0,7.885,0.012,0,0,,,,,,,,,,,,,HD 45350,HIP 30860,4.50,G5,,0,0
329,HD 45652,b,Radial Velocity,1,43.60000000,0.20000000,-0.20000000,0,0.230000,,,0,0.380000,0.060000,-0.060000,0,,,,,,,,,0.47000,,,0,,,,,,,,,0,0,06h29m13.19s,97.304962,+10d56m02.0s,10.933891,36.14,1.61,-1.77,0,8.127,0.017,0,0,,,,,,,,,,,,,HD 45652,HIP 30905,5.50,K5,,0,0
330,HD 46375,b,Radial Velocity,1,3.02400000,,,0,0.041000,,,0,0.040000,,,0,,,,,,,,,0.24900,,,0,,,,,,,,,0,0,06h33m12.62s,98.302597,+05d27m46.5s,5.462925,33.41,1.15,-1.24,0,7.912,0.015,0,0,,,,,,,,,,,,,HD 46375,HIP 31246,5.00,K0 V,,0,0
331,HD 47186,b,Radial Velocity,2,4.08450000,0.00020000,-0.00020000,0,0.050000,,,0,0.038000,0.020000,-0.020000,0,,,,,,,,,0.07167,,,0,,,,,,,,,0,0,06h36m08.79s,99.036613,-27d37m20.3s,-27.622297,37.84,1.21,-1.29,0,7.626,0.010,0,0,,,,,,,,,,,,,HD 47186,HIP 31540,4.50,G5 V,,0,0
332,HD 47186,c,Radial Velocity,2,1353.60000000,57.10000000,-57.10000000,0,2.395000,,,0,0.249000,0.073000,-0.073000,0,,,,,,,,,0.35061,,,0,,,,,,,,,0,0,06h36m08.79s,99.036613,-27d37m20.3s,-27.622297,37.84,1.21,-1.29,0,7.626,0.010,0,0,,,,,,,,,,,,,HD 47186,HIP 31540,4.50,G5 V,,0,0
333,HD 47536,b,Radial Velocity,2,430.00000000,,,0,,,,,0.200000,0.080000,-0.080000,0,,,,,,,,,5.00000,,,0,,,,,,,,,0,0,06h37m47.62s,99.448410,-32d20m23.0s,-32.339733,121.36,7.72,-8.85,0,5.280,,0,0,,,,,,,,,,,,,HD 47536,HIP 31688,5.10,K1 III,,0,0
334,HD 47536,c,Radial Velocity,2,2500.00000000,,,0,,,,,,,,,,,,,,,,,7.00000,,,0,,,,,,,,,0,0,06h37m47.62s,99.448410,-32d20m23.0s,-32.339733,121.36,7.72,-8.85,0,5.280,,0,0,,,,,,,,,,,,,HD 47536,HIP 31688,5.10,K1 III,,0,0
335,HD 48265,b,Radial Velocity,1,700.00000000,8.00000000,-8.00000000,0,1.510000,,,0,0.180000,0.130000,-0.130000,0,,,,,,,,,1.16000,0.38000,-0.38000,0,,,,,,,,,0,0,06h40m01.73s,100.007195,-48d32m31.0s,-48.541954,87.41,5.18,-5.87,0,8.032,0.012,0,0,,,,,,,,,,,,,HD 48265,HIP 31895,4.50,G5 IV/V,,0,0
336,HD 49674,b,Radial Velocity,1,4.94370000,0.00230000,-0.00230000,0,0.058000,0.003300,-0.003300,0,0.230000,0.150000,-0.150000,0,,,,,,,,,0.11500,0.01600,-0.01600,0,,,,,,,,,0,0,06h51m30.52s,102.877151,+40d52m03.9s,40.867756,40.73,1.81,-1.98,0,8.097,0.013,0,0,,,,,,,,,,,,,HD 49674,HIP 32916,4.00,G0,,0,0
337,HD 50499,b,Radial Velocity,1,2582.70000000,110.00000000,-110.00000000,0,3.860000,0.060000,-0.060000,0,0.230000,0.140000,-0.140000,0,,,,,,,,,1.71000,0.02000,-0.02000,0,,,,,,,,,0,0,06h52m02.03s,103.008438,-33d54m56.0s,-33.915562,47.26,1.47,-1.57,0,7.195,0.010,0,0,,,,,,,,,,,,,HD 50499,HIP 32970,4.10,G0/2 V,,0,0
338,HD 50554,b,Radial Velocity,1,1279.00000000,41.00000000,-41.00000000,0,2.380000,,,0,0.420000,0.030000,-0.030000,0,,,,,,,,,4.90000,,,0,,,,,,,,,0,0,06h54m42.82s,103.678436,+24d14m44.0s,24.245558,31.03,0.94,-1.00,0,6.844,0.010,0,0,,,,,,,,,,,,,HD 50554,HIP 33212,3.80,F8,,0,0
339,HD 51608,b,Radial Velocity,2,14.07000000,,,,0.105900,,,,0.150000,,,,,,,,,,,,0.04130,,,0,,,,,,,,,0,0,06h54m51.34s,103.713921,-55d15m33.6s,-55.259327,34.07,0.73,-0.76,0,8.155,,0,0,,,,,,,,,,,,,HD 51608,HIP 33229,4.80,G8 V,,0,0
340,HD 51608,c,Radial Velocity,2,95.41500000,,,,0.379100,,,,0.410000,,,,,,,,,,,,0.05650,,,0,,,,,,,,,0,0,06h54m51.34s,103.713921,-55d15m33.6s,-55.259327,34.07,0.73,-0.76,0,8.155,,0,0,,,,,,,,,,,,,HD 51608,HIP 33229,4.80,G8 V,,0,0
341,HD 52265,b,Radial Velocity,1,118.96000000,0.10000000,-0.10000000,0,0.490000,0.008000,-0.008000,0,0.290000,0.040000,-0.040000,0,,,,,,,,,1.13000,0.06000,-0.06000,0,,,,,,,,,0,0,07h00m18.04s,105.075150,-05d22m01.8s,-5.367162,28.07,0.65,-0.68,0,6.300,,0,0,,,,,,,,,,,,,HD 52265,HIP 33719,4.00,G0 V,,0,0
342,HD 59686,b,Radial Velocity,1,303.00000000,,,0,0.911000,,,0,0.000000,,,0,,,,,,,,,5.25000,,,0,,,,,,,,,0,0,07h31m48.40s,112.951653,+17d05m09.8s,17.086046,92.51,6.00,-6.90,0,5.442,0.009,0,0,,,,,,,,,,,,,HD 59686,HIP 36616,5.00,K0,,0,0
343,HD 60532,b,Radial Velocity,2,201.83000000,0.14000000,-0.14000000,0,0.770000,,,0,0.278000,0.006000,-0.006000,0,20.000,,,0,,,,,3.15480,,,0,,,,,,,,,0,0,07h34m03.18s,113.513252,-22d17m45.8s,-22.296066,25.70,0.43,-0.44,0,4.450,,0,0,,,,,,,,,,,,,HD 60532,HIP 36795,3.60,F6 V,,0,0
344,HD 60532,c,Radial Velocity,2,607.06000000,2.07000000,-2.07000000,0,1.580000,,,0,0.038000,0.008000,-0.008000,0,20.000,,,0,,,,,7.46340,,,0,,,,,,,,,0,0,07h34m03.18s,113.513252,-22d17m45.8s,-22.296066,25.70,0.43,-0.44,0,4.450,,0,0,,,,,,,,,,,,,HD 60532,HIP 36795,3.60,F6 V,,0,0
345,HD 63454,b,Radial Velocity,1,2.81782200,0.00009500,-0.00009500,0,0.036000,,,0,0.000000,,,0,,,,,,,,,0.38000,,,0,,,,,,,,,0,0,07h39m21.85s,114.841049,-78d16m44.3s,-78.278969,35.80,1.07,-1.14,0,9.362,0.020,0,0,,,,,,,,,,,,,HD 63454,HIP 37284,5.40,K4 V,,0,0
346,HD 62509,b,Radial Velocity,1,589.64000000,0.81000000,-0.81000000,0,1.690000,0.030000,-0.030000,0,0.020000,0.030000,-0.030000,0,,,,,,,,,2.90000,0.10000,-0.10000,0,,,,,,,,,0,0,07h45m18.95s,116.328957,+28d01m34.3s,28.026199,10.34,0.09,-0.09,0,1.140,,0,0,,,,,,,,,,,,,HD 62509,HIP 37826,5.00,K0 III,,0,0
347,HD 63765,b,Radial Velocity,1,358.00000000,1.00000000,-1.00000000,0,0.940000,0.016000,-0.016000,0,0.240000,0.043000,-0.043000,0,,,,,,,,,0.64000,0.05000,-0.05000,0,,,,,,,,,0,0,07h47m49.72s,116.957161,-54d15m50.9s,-54.264145,32.62,0.72,-0.75,0,8.104,0.012,0,0,,,,,,,,,,,,,HD 63765,HIP 38041,4.60,G6 IV/V,,0,0
348,HD 65216,b,Radial Velocity,2,572.40000000,2.10000000,-2.10000000,0,1.300000,0.030000,-0.030000,0,0.000000,0.020000,-0.020000,0,,,,,,,,,1.26000,0.04000,-0.04000,0,,,,,,,,,0,0,07h53m41.32s,118.422173,-63d38m50.4s,-63.647324,35.59,0.85,-0.90,0,7.964,0.011,0,0,5666.00,,0,0,0.92,,0,0,,,,,HD 65216,HIP 38558,4.50,G5 V,,0,0
349,HD 65216,c,Radial Velocity,2,152.60000000,0.60000000,-0.60000000,0,0.540000,0.010000,-0.010000,0,0.020000,0.100000,-0.100000,0,,,,,,,,,0.17000,0.03000,-0.03000,0,,,,,,,,,0,0,07h53m41.32s,118.422173,-63d38m50.4s,-63.647324,35.59,0.85,-0.90,0,7.964,0.011,0,0,5666.00,,0,0,0.92,,0,0,,,,,HD 65216,HIP 38558,4.50,G5 V,,0,0
350,HD 66141,b,Radial Velocity,1,480.50000000,0.50000000,-0.50000000,0,1.200000,0.100000,-0.100000,0,0.070000,0.030000,-0.030000,0,,,,,,,,,6.00000,0.30000,-0.30000,0,,,,,,,,,0,0,08h02m15.94s,120.566406,+02d20m04.5s,2.334571,80.06,5.82,-6.82,0,4.380,,0,0,4323.00,15.00,0,0,1.10,0.10,0,0,21.40,0.60,0,0,HD 66141,HIP 39311,5.20,K2 III,,0,0
351,HD 66428,b,Radial Velocity,1,1973.00000000,31.00000000,-31.00000000,0,3.180000,0.190000,-0.190000,0,0.465000,0.030000,-0.030000,0,,,,,,,,,2.82000,0.27000,-0.27000,0,,,,,,,,,0,0,08h03m28.67s,120.869438,-01d09m45.8s,-1.162709,55.04,3.52,-4.03,0,8.258,0.013,0,0,,,,,,,,,,,,,HD 66428,HIP 39417,4.80,G8 IV (+ G),,0,0
352,HD 68988,b,Radial Velocity,1,6.27600000,,,0,0.071000,,,0,0.140000,,,0,,,,,,,,,1.90000,,,0,,,,,,,,,0,0,08h18m22.17s,124.592384,+61d27m38.6s,61.460724,58.82,3.14,-3.52,0,8.188,0.011,0,0,,,,,,,,,,,,,HD 68988,HIP 40687,4.00,G0,,0,0
353,HD 69830,b,Radial Velocity,3,8.66700000,0.00300000,-0.00300000,0,0.078500,,,0,0.100000,0.040000,-0.040000,0,,,,,,,,,0.03300,,,0,,,,,,,,,0,0,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.58,0.12,-0.12,0,6.000,,0,0,,,,,,,,,,,,,HD 69830,HIP 40693,5.00,K0 V,,0,0
354,HD 69830,c,Radial Velocity,3,31.56000000,0.04000000,-0.04000000,0,0.186000,,,0,0.130000,0.060000,-0.060000,0,,,,,,,,,0.03800,,,0,,,,,,,,,0,0,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.58,0.12,-0.12,0,6.000,,0,0,,,,,,,,,,,,,HD 69830,HIP 40693,5.00,K0 V,,0,0
355,HD 69830,d,Radial Velocity,3,197.00000000,3.00000000,-3.00000000,0,0.630000,,,0,0.070000,0.070000,-0.070000,0,,,,,,,,,0.05800,,,0,,,,,,,,,0,0,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.58,0.12,-0.12,0,6.000,,0,0,,,,,,,,,,,,,HD 69830,HIP 40693,5.00,K0 V,,0,0
356,HD 70573,b,Radial Velocity,1,851.80000000,11.60000000,-11.60000000,0,1.760000,0.050000,-0.050000,0,0.400000,0.100000,-0.100000,0,,,,,,,,,6.10000,0.40000,-0.40000,0,,,,,,,,,0,0,08h22m49.95s,125.708135,+01d51m33.6s,1.859323,,,,,11.424,0.106,0,0,,,,,,,,,,,,,HD 70573,,4.60,G6 V,,0,0
357,HD 70642,b,Radial Velocity,1,2231.00000000,400.00000000,-400.00000000,0,3.300000,,,0,0.100000,0.060000,-0.060000,0,,,,,,,,,2.00000,,,0,,,,,,,,,0,0,08h21m28.14s,125.367233,-39d42m19.5s,-39.705410,28.76,0.49,-0.50,0,7.180,,0,0,,,,,,,,,,,,,HD 70642,HIP 40952,4.95,G8/K1 (III + F/G),,0,0
358,HD 72659,b,Radial Velocity,1,3383.00000000,100.00000000,-100.00000000,0,4.511000,0.114000,-0.114000,0,0.271000,0.022000,-0.022000,0,,,,,,,,,3.15000,0.14000,-0.14000,0,,,,,,,,,0,0,08h34m03.19s,128.513290,-01d34m05.6s,-1.568217,51.36,2.58,-2.87,0,7.465,0.011,0,0,,,,,,,,,,,,,HD 72659,HIP 42030,4.20,G2 V,,0,0
359,HD 73267,b,Radial Velocity,1,1260.00000000,7.00000000,-7.00000000,0,2.198000,0.025000,-0.025000,0,0.256000,0.009000,-0.009000,0,,,,,,,,,3.06000,0.07000,-0.07000,0,,,,,,,,,0,0,08h36m17.78s,129.074066,-34d27m35.9s,-34.459980,53.05,2.70,-3.00,0,8.870,0.013,0,0,,,,,,,,,,,,,HD 73267,HIP 42202,5.00,K0 V,,0,0
360,HD 73256,b,Radial Velocity,1,2.54858000,0.00016000,-0.00016000,0,0.037000,,,0,0.030000,0.020000,-0.020000,0,,,,,,,,,1.87000,,,0,,,,,,,,,0,0,08h36m23.02s,129.095901,-30d02m15.5s,-30.037626,36.52,1.00,-1.06,0,8.059,0.010,0,0,,,,,,,,,,,,,HD 73256,HIP 42214,4.90,G8/K0 V,,0,0
361,HD 73526,b,Radial Velocity,2,188.90000000,0.10000000,-0.10000000,0,0.650000,0.010000,-0.010000,0,0.290000,0.030000,-0.030000,0,,,,,,,,,2.25000,0.12000,-0.12000,0,,,,,,,,,0,0,08h37m16.48s,129.318680,-41d19m08.8s,-41.319103,94.61,8.25,-9.99,0,8.971,0.016,0,0,,,,,,,,,,,,,HD 73526,HIP 42282,4.60,G6 V,,0,0
362,HD 73526,c,Radial Velocity,2,379.10000000,0.50000000,-0.50000000,0,1.030000,0.020000,-0.020000,0,0.280000,0.050000,-0.050000,0,,,,,,,,,2.25000,0.13000,-0.13000,0,,,,,,,,,0,0,08h37m16.48s,129.318680,-41d19m08.8s,-41.319103,94.61,8.25,-9.99,0,8.971,0.016,0,0,,,,,,,,,,,,,HD 73526,HIP 42282,4.60,G6 V,,0,0
363,HD 73534,b,Radial Velocity,1,1800.00000000,110.00000000,-110.00000000,0,3.150000,,,0,0.046000,0.080000,-0.080000,0,,,,,,,,,1.15000,,,0,,,,,,,,,0,0,08h39m15.80s,129.815842,+12d57m37.4s,12.960376,96.99,9.43,-11.70,0,8.237,0.013,0,0,,,,,,,,,,,,,HD 73534,HIP 42446,4.50,G5,,0,0
364,HD 74156,b,Radial Velocity,3,51.64500000,0.00300000,-0.00300000,0,0.292000,0.004000,-0.004000,0,0.627000,0.009000,-0.009000,0,,,,,,,,,1.80000,0.06000,-0.06000,0,,,,,,,,,0,0,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.56,4.28,-4.93,0,7.614,0.012,0,0,,,,,,,,,,,,,HD 74156,HIP 42723,4.10,G1 V,,0,0
365,HD 74156,c,Radial Velocity,3,2473.00000000,13.00000000,-13.00000000,0,3.850000,0.054000,-0.054000,0,0.432000,0.013000,-0.013000,0,,,,,,,,,8.06000,0.37000,-0.37000,0,,,,,,,,,0,0,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.56,4.28,-4.93,0,7.614,0.012,0,0,,,,,,,,,,,,,HD 74156,HIP 42723,4.10,G1 V,,0,0
366,HD 74156,d,Radial Velocity,3,346.60000000,3.60000000,-3.60000000,0,1.010000,,,0,0.250000,0.110000,-0.110000,0,,,,,,,,,0.39600,0.02000,-0.02000,0,,,,,,,,,0,0,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.56,4.28,-4.93,0,7.614,0.012,0,0,,,,,,,,,,,,,HD 74156,HIP 42723,4.10,G1 V,,0,0
367,HD 75289,b,Radial Velocity,1,3.51000000,,,0,0.046000,,,0,0.054000,,,0,,,,,,,,,0.42000,,,0,,,,,,,,,0,0,08h47m40.39s,131.918289,-41d44m12.5s,-41.736794,28.94,0.46,-0.48,0,6.370,,0,0,,,,,,,,,,,,,HD 75289,HIP 43177,4.00,G0 V,,0,0
368,HD 75898,b,Radial Velocity,1,418.20000000,5.70000000,-5.70000000,0,1.190000,,,0,0.100000,0.050000,-0.050000,0,,,,,,,,,2.51000,,,0,,,,,,,,,0,0,08h53m50.80s,133.461685,+33d03m24.5s,33.056812,80.58,6.45,-7.68,0,8.033,0.013,0,0,,,,,,,,,,,,,HD 75898,HIP 43674,4.00,G0,,0,0
369,HD 76700,b,Radial Velocity,1,3.97100000,0.00100000,-0.00100000,0,0.049000,0.004000,-0.004000,0,0.130000,0.040000,-0.040000,0,,,,,,,,,0.19700,0.01700,-0.01700,0,,,,,,,,,0,0,08h53m55.51s,133.481308,-66d48m03.6s,-66.800995,59.70,2.26,-2.45,0,8.155,0.012,0,0,,,,,,,,,,,,,HD 76700,HIP 43686,4.60,G6 V,,0,0
370,HD 77338,b,Radial Velocity,1,5.73610000,0.00150000,-0.00150000,0,0.061400,,,0,0.090000,0.250000,-0.090000,0,,,,,0.05000,0.01500,-0.01700,0,,,,,,,,,,,,,0,0,09h01m12.50s,135.302063,-25d31m37.4s,-25.527061,41.27,1.92,-2.11,0,8.591,0.013,0,0,5370.00,82.00,0,,0.93,0.05,0,,0.88,0.04,0,,HD 77338,HIP 44291,5.00,K0 IV,,0,0
